entity	category	node_weight	occurrence
glutathione peroxidase/therapeutic use	MESH	0.037037037037037	1
b-lymphocytes/metabolism	MESH	0.037037037037037	1
BDKRB2	GENE	0.037037037037037	1
cytoskeletal proteins/metabolism	MESH	0.037037037037037	1
