kw1	kw2	pg	crit_p	edge_weight	inv_edge_weight	R1C1	iteration
IL13	IL1B	8.79296635503124e-14	4.24238861862052e-13	0.0084745762711864	0.643193521582541	1	0
IL13	IL6	8.79296635503124e-14	4.24238861862052e-13	0.0084745762711864	0.643193521582541	1	0
IL13	TNF	5.15123986799537e-08	1.41979592063017e-07	0.0169491525423728	0.643193521582541	1	0
TNF	IL1B	5.15123986799537e-08	1.41979592063017e-07	0.0169491525423728	0.643193521582541	1	0
TNF	IL6	5.15123986799537e-08	1.41979592063017e-07	0.0169491525423728	0.643193521582541	1	0
IL6	IL1B	8.79296635503124e-14	4.24238861862052e-13	0.0084745762711864	0.643193521582541	1	0
