kw1	kw2	pg	crit_p	edge_weight	inv_edge_weight	R1C1	iteration
NLRP3	FTH1	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
NLRP3	NOX4	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
NLRP3	HMGB1	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
NOX4	FTH1	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
NOX4	HMGB1	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
IRF6	MRLN	0.0012446795696657	0.0020789136508493	0.0588235294117647	0.5011717509037003	1	1
IRF6	CHRM1	0.0012446795696657	0.0020789136508493	0.0588235294117647	0.5011717509037003	1	1
IRF6	HMGB1	5.488111327278666e-06	1.2879271081403472e-05	0.0294117647058823	0.5011717509037003	1	1
MRLN	CHRM1	0.0009947484468403	0.0022661197924877	0.0028490028490028	0.178864212567384	2	0
FTH1	HMGB1	0.0005241692955735	0.0012925943513292	0.037037037037037	0.491090027111315	1	0
