entity	category	node_weight	occurrence
OSGIN1	GENE	0.0277777777777777	1
GPX2	GENE	0.0277777777777777	1
caco-2 cells/drug effects	MESH	0.0277777777777777	1
G6PD	GENE	0.0277777777777777	1
gold/metabolism	MESH	0.0277777777777777	1
