entity	category	node_weight	occurrence	repGM	repGT
b-lymphocytes/metabolism	MESH	0.037037037037037	1	3.3333333333333335	3.3333333333333335
glutathione peroxidase/therapeutic use	MESH	0.037037037037037	1	3.3333333333333335	3.3333333333333335
cytoskeletal proteins/metabolism	MESH	0.037037037037037	1	3.3333333333333335	3.3333333333333335
