PMID	QuerySet
30553970	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23872425	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26090715	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30105650	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24187848	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27077810	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26849944	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32655764	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29871486	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32352466	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30753491	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30957185	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28110191	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32019168	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
21464939	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33515348	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26341692	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28733231	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28522335	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26537816	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25978654	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23023193	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30977402	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34626932	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29094331	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28648817	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28753232	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
21328587	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32589370	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
22493042	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28539530	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33706097	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32857080	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32167099	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27006451	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26801320	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30360616	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27614618	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30071128	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32895018	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27554596	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26648289	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26313892	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23623946	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31509411	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32320433	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30309986	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
22364184	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24597671	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31039619	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24917652	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25111660	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33215883	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29620178	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33894213	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26433376	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30391826	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33574236	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23403272	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27939991	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29905928	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26791102	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25170823	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32898599	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32326385	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32478470	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23968166	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30339007	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28343084	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27872193	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27903425	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28946766	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29353218	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26991594	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
22943178	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28298541	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26243592	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
18353146	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29768946	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28758742	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33518152	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
20920477	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28865326	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32120244	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27859591	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34813774	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
22864849	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30823534	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30342185	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24940030	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32004978	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28698767	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29175668	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27998394	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23731245	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30660577	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26741806	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29932157	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25776802	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26812682	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31131946	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33573714	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34454288	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23593390	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26381691	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28465088	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33781769	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28750561	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32110995	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24610348	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33141412	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28487960	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28655653	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31115540	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32652517	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33068964	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31647492	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32621163	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30411198	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28513573	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31837296	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33611955	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23771816	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33946068	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30260007	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28901448	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29627441	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28260004	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27641725	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26624249	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31153464	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33761597	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31704714	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27094155	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27012214	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33476627	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28230744	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31728743	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31091348	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23756138	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23592516	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26049013	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28560453	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28992629	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30544760	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25274607	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29495397	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34226415	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34740211	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24895528	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24865672	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28314773	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30584276	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30940595	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30429414	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
33398418	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31989645	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26305715	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28106292	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30015918	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30129150	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31210338	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31506103	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29964319	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23525690	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26592091	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29382536	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29518435	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27609226	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34197898	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24667526	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24121007	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29794447	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28339044	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30235447	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26079183	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31804189	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24781038	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32239469	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24415531	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25189124	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26593436	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31336817	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30575053	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28628905	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25529839	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28105249	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32762376	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31429458	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26769836	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24046186	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32813603	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29410668	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
18721845	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
25385104	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29694408	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31827706	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
32063256	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
28089584	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
35163177	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34400143	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31556307	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30547464	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
20223225	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
26597533	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31194955	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29264825	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
22836768	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
34695510	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
29241092	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31072046	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
31505326	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24417315	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
30578379	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
24412273	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
27209361	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
23570914	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
22528837	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
21804205	('NFE2L2', 'nf-e2-related factor 2/genetics', 'oxidative stress/drug effects')
16731156	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
8416921	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
9302648	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
12754187	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
24336063	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
15068958	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11796002	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
24398984	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
25198914	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
18670360	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21925118	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11404469	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21599632	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
18521083	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
3571330	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
17088405	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
26825752	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
10848581	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
15528845	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
25872738	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16298339	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
1375541	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11352631	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16476037	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16380538	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11319756	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
3164562	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
23727581	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
30024290	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
15930094	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
22019504	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
15525692	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
30271117	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16115031	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
20432929	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16251047	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11912056	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
8307371	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
17706637	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
19633291	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
32313135	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
26502054	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
32764823	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21416292	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
3383784	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
12730239	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
30025094	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
18381429	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
2316639	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11881110	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
19261744	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
20684278	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21127293	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
12080469	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
22252391	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
15117841	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16766159	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21524829	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
14741686	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
12581156	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
23918924	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
15210577	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16112405	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
10792035	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
29402901	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
24069867	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
2981518	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
2400632	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
8746952	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
8860238	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11087232	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11960370	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
22184331	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21447859	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
17334779	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21545824	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
10417395	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
17652167	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
18192325	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11279232	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
23839108	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
15700548	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
10642310	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
25766526	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
2981176	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
21366703	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
23387072	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11139476	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
34740282	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
26646714	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16410403	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
17163490	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
26950484	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
25839158	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
17996028	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
8473882	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
23558031	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11063355	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
16480631	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
28715128	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
11707575	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
18199973	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
31385893	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
9923649	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
23076989	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
22112840	('cells cultured', 'fibroblasts/cytology', 'imidazoles/pharmacology')
